tm1,tm2,gm_type,s1,s2,w1,w2
houston,central-florida,REG,64,69,0,1
houston,southern-methodist,REG,90,79,1,0
houston,cincinnati,REG,85,69,1,0
houston,connecticut,CTOURN,84,45,1,0
houston,memphis,CTOURN,61,58,1,0
houston,cincinnati,CTOURN,57,69,0,1
iona,albany-ny,REG,72,68,1,0
iona,new-mexico,REG,83,90,0,1
iona,long-beach-state,REG,85,86,0,1
iona,hartford,REG,80,75,1,0
iona,providence,REG,79,91,0,1
iona,ohio,REG,65,89,0,1
iona,virginia-commonwealth,REG,59,88,0,1
iona,columbia,REG,71,74,0,1
iona,princeton,REG,81,85,0,1
iona,yale,REG,84,99,0,1
iona,holy-cross,REG,71,78,0,1
iona,monmouth,REG,103,84,1,0
iona,fairfield,REG,94,87,1,0
iona,niagara,REG,90,95,0,1
iona,canisius,REG,88,70,1,0
iona,marist,REG,90,77,1,0
iona,monmouth,REG,81,83,0,1
iona,rider,REG,77,71,1,0
iona,fairfield,REG,68,80,0,1
iona,marist,REG,74,78,0,1
iona,siena,REG,54,56,0,1
iona,quinnipiac,REG,65,66,0,1
iona,niagara,REG,79,76,1,0
iona,siena,REG,57,52,1,0
iona,saint-peters,REG,62,46,1,0
iona,quinnipiac,REG,81,77,1,0
iona,manhattan,REG,66,52,1,0
iona,canisius,REG,87,80,1,0
iona,rider,REG,86,79,1,0
iona,saint-peters,CTOURN,73,71,1,0
iona,siena,CTOURN,73,57,1,0
iona,monmouth,CTOURN,81,60,1,0
iowa-state,alabama-state,REG,79,53,1,0
iowa-state,missouri,REG,76,59,1,0
iowa-state,texas-southern,REG,85,73,1,0
iowa-state,arizona,REG,66,71,0,1
iowa-state,illinois,REG,84,68,1,0
iowa-state,san-diego-state,REG,87,57,1,0
iowa-state,nebraska-omaha,REG,82,55,1,0
iowa-state,north-dakota-state,REG,81,59,1,0
iowa-state,iowa,REG,84,98,0,1
iowa-state,southern,REG,101,65,1,0
iowa-state,drake,REG,77,68,1,0
iowa-state,eastern-illinois,REG,101,53,1,0
iowa-state,oklahoma-state,REG,69,63,1,0
iowa-state,kansas,REG,77,60,1,0
iowa-state,baylor,REG,70,73,0,1
iowa-state,kansas-state,REG,57,58,0,1
iowa-state,texas-tech,REG,68,64,1,0
iowa-state,oklahoma-state,REG,72,59,1,0
iowa-state,kansas,REG,76,80,0,1
iowa-state,mississippi,REG,87,73,1,0
iowa-state,west-virginia,REG,93,68,1,0
iowa-state,texas,REG,65,60,1,0
iowa-state,oklahoma,REG,75,74,1,0
iowa-state,texas-christian,REG,83,92,0,1
iowa-state,kansas-state,REG,78,64,1,0
iowa-state,baylor,REG,69,73,0,1
iowa-state,texas-christian,REG,72,75,0,1
iowa-state,oklahoma,REG,78,61,1,0
iowa-state,texas,REG,69,86,0,1
iowa-state,west-virginia,REG,75,90,0,1
iowa-state,texas-tech,REG,73,80,0,1
iowa-state,baylor,CTOURN,83,66,1,0
iowa-state,kansas-state,CTOURN,63,59,1,0
iowa-state,kansas,CTOURN,78,66,1,0
iowa,missouri-kansas-city,REG,77,63,1,0
iowa,green-bay,REG,93,82,1,0
iowa,oregon,REG,77,69,1,0
iowa,connecticut,REG,91,72,1,0
iowa,alabama-state,REG,105,78,1,0
iowa,pittsburgh,REG,69,68,1,0
iowa,wisconsin,REG,66,72,0,1
iowa,michigan-state,REG,68,90,0,1
iowa,iowa-state,REG,98,84,1,0
iowa,northern-iowa,REG,77,54,1,0
iowa,western-carolina,REG,78,60,1,0
iowa,savannah-state,REG,110,64,1,0
iowa,bryant,REG,72,67,1,0
iowa,purdue,REG,70,86,0,1
iowa,nebraska,REG,93,84,1,0
iowa,northwestern,REG,73,63,1,0
iowa,ohio-state,REG,72,62,1,0
iowa,penn-state,REG,89,82,1,0
iowa,illinois,REG,95,71,1,0
iowa,michigan-state,REG,67,82,0,1
iowa,minnesota,REG,87,92,0,1
iowa,michigan,REG,74,59,1,0
iowa,indiana,REG,77,72,1,0
iowa,northwestern,REG,80,79,1,0
iowa,rutgers,REG,71,69,1,0
iowa,maryland,REG,65,66,0,1
iowa,indiana,REG,76,70,1,0
iowa,ohio-state,REG,70,90,0,1
iowa,rutgers,REG,72,86,0,1
iowa,wisconsin,REG,45,65,0,1
iowa,nebraska,REG,91,93,0,1
iowa,illinois,CTOURN,83,62,1,0
iowa,michigan,CTOURN,53,74,0,1
kansas-state,kennesaw-state,REG,56,41,1,0
kansas-state,denver,REG,64,56,1,0
kansas-state,eastern-kentucky,REG,95,68,1,0
kansas-state,pennsylvania,REG,64,48,1,0
kansas-state,missouri,REG,82,67,1,0
kansas-state,lehigh,REG,77,58,1,0
kansas-state,marquette,REG,71,83,0,1
kansas-state,tulsa,REG,46,47,0,1
kansas-state,georgia-state,REG,71,59,1,0
kansas-state,southern-mississippi,REG,55,51,1,0
kansas-state,vanderbilt,REG,69,58,1,0
kansas-state,george-mason,REG,59,58,1,0
kansas-state,texas,REG,47,67,0,1
kansas-state,texas-tech,REG,57,63,0,1
kansas-state,west-virginia,REG,71,69,1,0
kansas-state,iowa-state,REG,58,57,1,0
kansas-state,oklahoma,REG,74,61,1,0
kansas-state,texas-christian,REG,65,55,1,0
kansas-state,texas-tech,REG,58,45,1,0
kansas-state,texas-am,REG,53,65,0,1
kansas-state,oklahoma-state,REG,75,57,1,0
kansas-state,kansas,REG,74,67,1,0
kansas-state,baylor,REG,70,63,1,0
kansas-state,texas,REG,71,64,1,0
kansas-state,iowa-state,REG,64,78,0,1
kansas-state,west-virginia,REG,65,51,1,0
kansas-state,oklahoma-state,REG,85,46,1,0
kansas-state,kansas,REG,49,64,0,1
kansas-state,baylor,REG,66,60,1,0
kansas-state,texas-christian,REG,64,52,1,0
kansas-state,oklahoma,REG,68,53,1,0
kansas-state,texas-christian,CTOURN,70,61,1,0
kansas-state,iowa-state,CTOURN,59,63,0,1
kansas,michigan-state,REG,92,87,1,0
kansas,vermont,REG,84,68,1,0
kansas,louisiana-lafayette,REG,89,76,1,0
kansas,marquette,REG,77,68,1,0
kansas,tennessee,REG,87,81,1,0
kansas,stanford,REG,90,84,1,0
kansas,wofford,REG,72,47,1,0
kansas,new-mexico-state,REG,63,60,1,0
kansas,villanova,REG,74,71,1,0
kansas,south-dakota,REG,89,53,1,0
kansas,arizona-state,REG,76,80,0,1
kansas,eastern-michigan,REG,87,63,1,0
kansas,oklahoma,REG,70,63,1,0
kansas,iowa-state,REG,60,77,0,1
kansas,texas-christian,REG,77,68,1,0
kansas,baylor,REG,73,68,1,0
kansas,texas,REG,80,78,1,0
kansas,west-virginia,REG,64,65,0,1
kansas,iowa-state,REG,80,76,1,0
kansas,kentucky,REG,63,71,0,1
kansas,texas,REG,63,73,0,1
kansas,texas-tech,REG,79,63,1,0
kansas,kansas-state,REG,67,74,0,1
kansas,oklahoma-state,REG,84,72,1,0
kansas,texas-christian,REG,82,77,1,0
kansas,west-virginia,REG,78,53,1,0
kansas,texas-tech,REG,62,91,0,1
kansas,kansas-state,REG,64,49,1,0
kansas,oklahoma-state,REG,72,67,1,0
kansas,oklahoma,REG,68,81,0,1
kansas,baylor,REG,78,70,1,0
kansas,texas,CTOURN,65,57,1,0
kansas,west-virginia,CTOURN,88,74,1,0
kansas,iowa-state,CTOURN,66,78,0,1
kentucky,duke,REG,84,118,0,1
kentucky,southern-illinois,REG,71,59,1,0
kentucky,north-dakota,REG,96,58,1,0
kentucky,virginia-military-institute,REG,92,82,1,0
kentucky,winthrop,REG,87,74,1,0
kentucky,tennessee-state,REG,77,62,1,0
kentucky,monmouth,REG,90,44,1,0
kentucky,north-carolina-greensboro,REG,78,61,1,0
kentucky,seton-hall,REG,83,84,0,1
kentucky,utah,REG,88,61,1,0
kentucky,north-carolina,REG,80,72,1,0
kentucky,louisville,REG,71,58,1,0
kentucky,alabama,REG,75,77,0,1
kentucky,texas-am,REG,85,74,1,0
kentucky,vanderbilt,REG,56,47,1,0
kentucky,georgia,REG,69,49,1,0
kentucky,auburn,REG,82,80,1,0
kentucky,mississippi-state,REG,76,55,1,0
kentucky,kansas,REG,71,63,1,0
kentucky,vanderbilt,REG,87,52,1,0
kentucky,florida,REG,65,54,1,0
kentucky,south-carolina,REG,76,48,1,0
kentucky,mississippi-state,REG,71,67,1,0
kentucky,louisiana-state,REG,71,73,0,1
kentucky,tennessee,REG,86,69,1,0
kentucky,missouri,REG,66,58,1,0
kentucky,auburn,REG,80,53,1,0
kentucky,arkansas,REG,70,66,1,0
kentucky,tennessee,REG,52,71,0,1
kentucky,mississippi,REG,80,76,1,0
kentucky,florida,REG,66,57,1,0
kentucky,alabama,CTOURN,73,55,1,0
kentucky,tennessee,CTOURN,78,82,0,1
liberty,maine-fort-kent,REG,89,40,1,0
liberty,trevecca-nazarene,REG,93,40,1,0
liberty,kent-state,REG,77,70,1,0
liberty,vanderbilt,REG,70,79,0,1
liberty,alcorn-state,REG,76,54,1,0
liberty,savannah-state,REG,82,56,1,0
liberty,navy,REG,76,58,1,0
liberty,georgia-state,REG,78,52,1,0
liberty,georgetown,REG,78,88,0,1
liberty,south-carolina-state,REG,79,55,1,0
liberty,kentucky-christian,REG,96,55,1,0
liberty,alabama,REG,75,84,0,1
liberty,alabama-state,REG,73,55,1,0
liberty,austin-peay,REG,66,75,0,1
liberty,ucla,REG,73,58,1,0
liberty,florida-gulf-coast,REG,81,63,1,0
liberty,stetson,REG,71,53,1,0
liberty,jacksonville,REG,69,53,1,0
liberty,kennesaw-state,REG,62,41,1,0
liberty,north-florida,REG,70,64,1,0
liberty,north-alabama,REG,72,47,1,0
liberty,jacksonville,REG,69,59,1,0
liberty,lipscomb,REG,59,79,0,1
liberty,njit,REG,77,57,1,0
liberty,stetson,REG,57,54,1,0
liberty,florida-gulf-coast,REG,74,67,1,0
liberty,lipscomb,REG,74,66,1,0
liberty,north-alabama,REG,80,70,1,0
liberty,north-florida,REG,70,75,0,1
liberty,kennesaw-state,REG,76,59,1,0
liberty,njit,REG,57,51,1,0
liberty,jacksonville,CTOURN,72,58,1,0
liberty,north-florida,CTOURN,71,63,1,0
liberty,lipscomb,CTOURN,74,68,1,0
louisiana-state,southeastern-louisiana,REG,94,63,1,0
louisiana-state,north-carolina-greensboro,REG,97,91,1,0
louisiana-state,memphis,REG,85,76,1,0
louisiana-state,louisiana-tech,REG,74,67,1,0
louisiana-state,college-of-charleston,REG,67,55,1,0
louisiana-state,florida-state,REG,76,79,0,1
louisiana-state,oklahoma-state,REG,77,90,0,1
louisiana-state,grambling,REG,78,57,1,0
louisiana-state,incarnate-word,REG,91,50,1,0
louisiana-state,houston,REG,76,82,0,1
louisiana-state,saint-marys-ca,REG,78,74,1,0
louisiana-state,furman,REG,75,57,1,0
louisiana-state,louisiana-monroe,REG,81,69,1,0
louisiana-state,alabama,REG,88,79,1,0
louisiana-state,arkansas,REG,94,88,1,0
louisiana-state,mississippi,REG,83,69,1,0
louisiana-state,south-carolina,REG,89,67,1,0
louisiana-state,georgia,REG,92,82,1,0
louisiana-state,missouri,REG,86,80,1,0
louisiana-state,texas-am,REG,72,57,1,0
louisiana-state,arkansas,REG,89,90,0,1
louisiana-state,mississippi-state,REG,92,88,1,0
louisiana-state,auburn,REG,83,78,1,0
louisiana-state,kentucky,REG,73,71,1,0
louisiana-state,georgia,REG,83,79,1,0
louisiana-state,florida,REG,77,82,0,1
louisiana-state,tennessee,REG,82,80,1,0
louisiana-state,texas-am,REG,66,55,1,0
louisiana-state,alabama,REG,74,69,1,0
louisiana-state,florida,REG,79,78,1,0
louisiana-state,vanderbilt,REG,80,59,1,0
louisiana-state,florida,CTOURN,73,76,0,1
louisville,nicholls-state,REG,85,72,1,0
louisville,southern,REG,104,54,1,0
louisville,vermont,REG,86,78,1,0
louisville,tennessee,REG,81,92,0,1
louisville,marquette,REG,74,77,0,1
louisville,michigan-state,REG,82,78,1,0
louisville,seton-hall,REG,70,65,1,0
louisville,central-arkansas,REG,86,41,1,0
louisville,indiana,REG,67,68,0,1
louisville,lipscomb,REG,72,68,1,0
louisville,kent-state,REG,83,70,1,0
louisville,robert-morris,REG,73,59,1,0
louisville,kentucky,REG,58,71,0,1
louisville,miami-fl,REG,90,73,1,0
louisville,pittsburgh,REG,86,89,0,1
louisville,north-carolina,REG,83,62,1,0
louisville,boston-college,REG,80,70,1,0
louisville,georgia-tech,REG,79,51,1,0
louisville,north-carolina-state,REG,84,77,1,0
louisville,pittsburgh,REG,66,51,1,0
louisville,wake-forest,REG,82,54,1,0
louisville,north-carolina,REG,69,79,0,1
louisville,virginia-tech,REG,72,64,1,0
louisville,florida-state,REG,75,80,0,1
louisville,duke,REG,69,71,0,1
louisville,clemson,REG,56,55,1,0
louisville,syracuse,REG,49,69,0,1
louisville,virginia,REG,52,64,0,1
louisville,boston-college,REG,59,66,0,1
louisville,notre-dame,REG,75,61,1,0
louisville,virginia,REG,68,73,0,1
louisville,notre-dame,CTOURN,75,53,1,0
louisville,north-carolina,CTOURN,70,83,0,1
marquette,maryland-baltimore-county,REG,67,42,1,0
marquette,bethune-cookman,REG,92,59,1,0
marquette,indiana,REG,73,96,0,1
marquette,presbyterian,REG,74,55,1,0
marquette,kansas,REG,68,77,0,1
marquette,louisville,REG,77,74,1,0
marquette,charleston-southern,REG,76,55,1,0
marquette,kansas-state,REG,83,71,1,0
marquette,texas-el-paso,REG,76,69,1,0
marquette,wisconsin,REG,74,69,1,0
marquette,north-dakota,REG,92,66,1,0
marquette,buffalo,REG,103,85,1,0
marquette,southern,REG,84,41,1,0
marquette,st-johns-ny,REG,69,89,0,1
marquette,xavier,REG,70,52,1,0
marquette,creighton,REG,106,104,1,0
marquette,seton-hall,REG,70,66,1,0
marquette,georgetown,REG,74,71,1,0
marquette,providence,REG,79,68,1,0
marquette,depaul,REG,79,69,1,0
marquette,xavier,REG,87,82,1,0
marquette,butler,REG,76,58,1,0
marquette,st-johns-ny,REG,69,70,0,1
marquette,villanova,REG,66,65,1,0
marquette,depaul,REG,92,73,1,0
marquette,butler,REG,79,69,1,0
marquette,providence,REG,76,58,1,0
marquette,villanova,REG,61,67,0,1
marquette,creighton,REG,60,66,0,1
marquette,seton-hall,REG,64,73,0,1
marquette,georgetown,REG,84,86,0,1
marquette,st-johns-ny,CTOURN,86,54,1,0
marquette,seton-hall,CTOURN,79,81,0,1
maryland,delaware,REG,73,67,1,0
maryland,navy,REG,78,57,1,0
maryland,north-carolina-at,REG,82,59,1,0
maryland,hofstra,REG,80,69,1,0
maryland,mount-st-marys,REG,92,77,1,0
maryland,marshall,REG,104,67,1,0
maryland,virginia,REG,71,76,0,1
maryland,penn-state,REG,66,59,1,0
maryland,purdue,REG,60,62,0,1
maryland,loyola-il,REG,55,41,1,0
maryland,loyola-md,REG,94,71,1,0
maryland,seton-hall,REG,74,78,0,1
maryland,radford,REG,78,64,1,0
maryland,nebraska,REG,74,72,1,0
maryland,rutgers,REG,77,63,1,0
maryland,minnesota,REG,82,67,1,0
maryland,indiana,REG,78,75,1,0
maryland,wisconsin,REG,64,60,1,0
maryland,ohio-state,REG,75,61,1,0
maryland,michigan-state,REG,55,69,0,1
maryland,illinois,REG,67,78,0,1
maryland,northwestern,REG,70,52,1,0
maryland,wisconsin,REG,61,69,0,1
maryland,nebraska,REG,60,45,1,0
maryland,purdue,REG,70,56,1,0
maryland,michigan,REG,52,65,0,1
maryland,iowa,REG,66,65,1,0
maryland,ohio-state,REG,72,62,1,0
maryland,penn-state,REG,61,78,0,1
maryland,michigan,REG,62,69,0,1
maryland,minnesota,REG,69,60,1,0
maryland,nebraska,CTOURN,61,69,0,1
michigan-state,kansas,REG,87,92,0,1
michigan-state,florida-gulf-coast,REG,106,82,1,0
michigan-state,louisiana-monroe,REG,80,59,1,0
michigan-state,tennessee-tech,REG,101,33,1,0
michigan-state,ucla,REG,87,67,1,0
michigan-state,texas,REG,78,68,1,0
michigan-state,louisville,REG,78,82,0,1
michigan-state,rutgers,REG,78,67,1,0
michigan-state,iowa,REG,90,68,1,0
michigan-state,florida,REG,63,59,1,0
michigan-state,green-bay,REG,104,83,1,0
michigan-state,oakland,REG,99,69,1,0
michigan-state,northern-illinois,REG,88,60,1,0
michigan-state,northwestern,REG,81,55,1,0
michigan-state,ohio-state,REG,86,77,1,0
michigan-state,purdue,REG,77,59,1,0
michigan-state,penn-state,REG,71,56,1,0
